participant,rank,realrate.response,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqResponse.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consented_button.numClicks,confidenceLevel.response,casestrength.response,,,,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,,,,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,,,,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented_button.timesOn,consented_button.timesOff,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,condition,characterVirtue,,,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started,
068653,,,,,,,,,2270.8546946001006,,,239.9502823698601,2.963511999929324,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2274.5535420000087,2270.840017300099,,,5,0,5,3,4,0,4,8,,,,2023.2.3,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,minorExculp,24,Mortgage Fraud,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-21_11h58.03.704,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2274.5680510000093,,,239.9502823698601,3.4535075000021607,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2278.7272944001015,2274.5536910000956,,,6,0,6,0,4,0,4,8,,,,2023.2.3,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,criticalInculp,24,Mortgage Fraud,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-21_11h58.03.704,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2278.737563200062,,,239.9502823698601,2.2961625999305397,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2281.839857300045,2278.727443300071,,,7,0,7,6,4,0,4,8,,,,2023.2.3,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,evidence3,24,Mortgage Fraud,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-21_11h58.03.704,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2283.1765875000274,,,239.9502823698601,1.680817799991928,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2285.8489258000627,2283.162307600025,2283.159796000109,2281.840034699999,0,0,0,4,5,0,5,0,,,,2023.2.3,,,,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,evidence1,28,First degree murder through arson,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that he is not a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for a gas can matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,,,,2026-04-21_11h58.03.704,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2285.8634820000734,,,239.9502823698601,2.7181884000310674,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2289.4280966001097,2285.849140300066,,,1,0,1,2,5,0,5,0,,,,2023.2.3,,,,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,minorInculp,28,First degree murder through arson,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that he is not a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for a gas can matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,,,,2026-04-21_11h58.03.704,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2289.4425246000756,,,239.9502823698601,2.7873277999460697,Yes,,Not Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2293.790077300044,2289.4282508000033,,,2,0,2,1,5,0,5,0,,,,2023.2.3,,,,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,criticalExculp,28,First degree murder through arson,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that he is not a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for a gas can matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,,,,2026-04-21_11h58.03.704,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2293.8007705000928,,,239.9502823698601,3.5132149999262765,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2298.243761699996,2293.7902341000736,,,3,0,3,3,5,0,5,0,,,,2023.2.3,,,,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,minorExculp,28,First degree murder through arson,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that he is not a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for a gas can matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,,,,2026-04-21_11h58.03.704,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2298.254536500084,,,239.9502823698601,2.2466555000282824,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2301.048127700109,2298.2439164000098,,,4,0,4,7,5,0,5,0,,,,2023.2.3,,,,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,evidence4,28,First degree murder through arson,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that he is not a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for a gas can matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,,,,2026-04-21_11h58.03.704,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2301.0588845000602,,,239.9502823698601,2.5384421000489965,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2304.2402846000623,2301.0482780000893,,,5,0,5,5,5,0,5,0,,,,2023.2.3,,,,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,evidence2,28,First degree murder through arson,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that he is not a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for a gas can matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,,,,2026-04-21_11h58.03.704,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2304.2509586000815,,,239.9502823698601,4.3928007000358775,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2309.8320978000993,2304.2404400000814,,,6,0,6,0,5,0,5,0,,,,2023.2.3,,,,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,criticalInculp,28,First degree murder through arson,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that he is not a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for a gas can matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,,,,2026-04-21_11h58.03.704,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2309.842335000052,,,239.9502823698601,1.9683443000540137,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2313.0567714000354,2309.832263200078,,,7,0,7,6,5,0,5,0,,,,2023.2.3,,,,Gas analysis of the defendant's clothes match that of the gas used for the fire,The gas that the defendant bought is difficult to ignite for arson,evidence3,28,First degree murder through arson,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant's employer testified that he is not a law abiding person,A witness identified the defendant as the person carrying gas near the scene before the fire,A receipt was found in defendant's home for a gas can matching that of the scene,An expert identified no fingerprints on the scene that matched the defendant,,,,,2026-04-21_11h58.03.704,An expert testified that fingerprints cannot survive the extreme heat from a fire,The defendant did not know the homeless man was in the building,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2315.0605173000367,,,239.9502823698601,2.794484000070952,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2319.7776361000724,2315.0461504000705,2315.0436555000488,2313.056939900038,0,0,0,7,6,0,6,1,,,,2023.2.3,,,,Stolen clothes had residue from loss protection ink,The cut off tags did not have the defendant's fingerprints,evidence4,2,Shoplifting a dress by stuffing into purse,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has a strong reputation of truthfulness,A store clerk heard scissors in a dressing room and identified the defendant as the person who left,A video shows the defendant putting back the dress on a rack,Smudged fingerprints were found on scissors from the fitting room,,,,,2026-04-21_11h58.03.704,The dress returned to the rack was identified as a different dress than the one taken,A customer heard other sounds from the defendant's stall that were not scissors,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2319.7883909000084,,,239.9502823698601,1.530328500084579,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2322.1484675999964,2319.777859100024,,,1,0,1,5,6,0,6,1,,,,2023.2.3,,,,Stolen clothes had residue from loss protection ink,The cut off tags did not have the defendant's fingerprints,evidence2,2,Shoplifting a dress by stuffing into purse,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has a strong reputation of truthfulness,A store clerk heard scissors in a dressing room and identified the defendant as the person who left,A video shows the defendant putting back the dress on a rack,Smudged fingerprints were found on scissors from the fitting room,,,,,2026-04-21_11h58.03.704,The dress returned to the rack was identified as a different dress than the one taken,A customer heard other sounds from the defendant's stall that were not scissors,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2322.1591932000592,,,239.9502823698601,1.768514099996537,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2324.4407016000478,2322.1486194001045,,,2,0,2,4,6,0,6,1,,,,2023.2.3,,,,Stolen clothes had residue from loss protection ink,The cut off tags did not have the defendant's fingerprints,evidence1,2,Shoplifting a dress by stuffing into purse,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has a strong reputation of truthfulness,A store clerk heard scissors in a dressing room and identified the defendant as the person who left,A video shows the defendant putting back the dress on a rack,Smudged fingerprints were found on scissors from the fitting room,,,,,2026-04-21_11h58.03.704,The dress returned to the rack was identified as a different dress than the one taken,A customer heard other sounds from the defendant's stall that were not scissors,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2324.4513007000787,,,239.9502823698601,3.6632679000031203,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2328.761164900032,2324.440852800035,,,3,0,3,1,6,0,6,1,,,,2023.2.3,,,,Stolen clothes had residue from loss protection ink,The cut off tags did not have the defendant's fingerprints,criticalExculp,2,Shoplifting a dress by stuffing into purse,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has a strong reputation of truthfulness,A store clerk heard scissors in a dressing room and identified the defendant as the person who left,A video shows the defendant putting back the dress on a rack,Smudged fingerprints were found on scissors from the fitting room,,,,,2026-04-21_11h58.03.704,The dress returned to the rack was identified as a different dress than the one taken,A customer heard other sounds from the defendant's stall that were not scissors,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2328.771891300101,,,239.9502823698601,3.3816847999114543,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2332.9368880999973,2328.7613197000464,,,4,0,4,0,6,0,6,1,,,,2023.2.3,,,,Stolen clothes had residue from loss protection ink,The cut off tags did not have the defendant's fingerprints,criticalInculp,2,Shoplifting a dress by stuffing into purse,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has a strong reputation of truthfulness,A store clerk heard scissors in a dressing room and identified the defendant as the person who left,A video shows the defendant putting back the dress on a rack,Smudged fingerprints were found on scissors from the fitting room,,,,,2026-04-21_11h58.03.704,The dress returned to the rack was identified as a different dress than the one taken,A customer heard other sounds from the defendant's stall that were not scissors,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2332.9519068000372,,,239.9502823698601,2.5878936999943107,Yes,,Not Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2337.7248662000056,2332.9370387000963,,,5,0,5,2,6,0,6,1,,,,2023.2.3,,,,Stolen clothes had residue from loss protection ink,The cut off tags did not have the defendant's fingerprints,minorInculp,2,Shoplifting a dress by stuffing into purse,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has a strong reputation of truthfulness,A store clerk heard scissors in a dressing room and identified the defendant as the person who left,A video shows the defendant putting back the dress on a rack,Smudged fingerprints were found on scissors from the fitting room,,,,,2026-04-21_11h58.03.704,The dress returned to the rack was identified as a different dress than the one taken,A customer heard other sounds from the defendant's stall that were not scissors,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2337.739132800023,,,239.9502823698601,1.7706943999510258,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340.8838233000133,2337.7250197000103,,,6,0,6,3,6,0,6,1,,,,2023.2.3,,,,Stolen clothes had residue from loss protection ink,The cut off tags did not have the defendant's fingerprints,minorExculp,2,Shoplifting a dress by stuffing into purse,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has a strong reputation of truthfulness,A store clerk heard scissors in a dressing room and identified the defendant as the person who left,A video shows the defendant putting back the dress on a rack,Smudged fingerprints were found on scissors from the fitting room,,,,,2026-04-21_11h58.03.704,The dress returned to the rack was identified as a different dress than the one taken,A customer heard other sounds from the defendant's stall that were not scissors,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2340.8982284000376,,,239.9502823698601,2.1276673999382183,Yes,,Not Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2344.2955709000817,2340.883976300014,,,7,0,7,6,6,0,6,1,,,,2023.2.3,,,,Stolen clothes had residue from loss protection ink,The cut off tags did not have the defendant's fingerprints,evidence3,2,Shoplifting a dress by stuffing into purse,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant has a strong reputation of truthfulness,A store clerk heard scissors in a dressing room and identified the defendant as the person who left,A video shows the defendant putting back the dress on a rack,Smudged fingerprints were found on scissors from the fitting room,,,,,2026-04-21_11h58.03.704,The dress returned to the rack was identified as a different dress than the one taken,A customer heard other sounds from the defendant's stall that were not scissors,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2345.765059700003,,,239.9502823698601,3.5858568999683484,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350.824053200078,2345.747241800069,2345.7445270000026,2344.295743399998,0,0,0,5,7,0,7,6,,,,2023.2.3,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,evidence2,20,Grocery free bagging,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-21_11h58.03.704,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2350.8347962000407,,,239.9502823698601,1.5973324999213219,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2353.4953423000406,2350.8242726000026,,,1,0,1,1,7,0,7,6,,,,2023.2.3,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,criticalExculp,20,Grocery free bagging,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-21_11h58.03.704,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2353.5059737000847,,,239.9502823698601,2.3725707000121474,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2356.7620604000986,2353.4954924000194,,,2,0,2,2,7,0,7,6,,,,2023.2.3,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,minorInculp,20,Grocery free bagging,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-21_11h58.03.704,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2356.772773200064,,,239.9502823698601,1.7057302999310195,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2359.267792100087,2356.7622118000872,,,3,0,3,7,7,0,7,6,,,,2023.2.3,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,evidence4,20,Grocery free bagging,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-21_11h58.03.704,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2359.2825713000493,,,239.9502823698601,1.7448498000157997,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362.5176774000283,2359.267946300097,,,4,0,4,4,7,0,7,6,,,,2023.2.3,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,evidence1,20,Grocery free bagging,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-21_11h58.03.704,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2362.5327229000395,,,239.9502823698601,1.9029917999869213,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2365.5916199000785,2362.517831400037,,,5,0,5,6,7,0,7,6,,,,2023.2.3,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,evidence3,20,Grocery free bagging,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-21_11h58.03.704,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2365.601926900097,,,239.9502823698601,2.4342887999955565,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2368.9122747000074,2365.5917683000444,,,6,0,6,3,7,0,7,6,,,,2023.2.3,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,minorExculp,20,Grocery free bagging,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-21_11h58.03.704,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2368.9225646000123,,,239.9502823698601,1.4917746999999508,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2371.655298500089,2368.912433300051,,,7,0,7,0,7,0,7,6,,,,2023.2.3,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,criticalInculp,20,Grocery free bagging,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-21_11h58.03.704,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2373.410750500043,,,239.9502823698601,1.8066611000103876,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2375.9879016000777,2373.396549700061,2373.394049800001,2371.6554786000634,0,0,0,3,8,0,8,9,,,,2023.2.3,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,minorExculp,30,Multiple Vehicular Homicide,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-21_11h58.03.704,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2376.002783300006,,,239.9502823698601,0.9178316000616178,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2377.9667644000147,2375.9881113000447,,,1,0,1,4,8,0,8,9,,,,2023.2.3,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,evidence1,30,Multiple Vehicular Homicide,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-21_11h58.03.704,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2377.9771468000254,,,239.9502823698601,0.6043758,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2379.5712916000048,2377.9669138001045,,,2,0,2,2,8,0,8,9,,,,2023.2.3,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,minorInculp,30,Multiple Vehicular Homicide,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-21_11h58.03.704,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
068653,,,,,,,,,2379.5864233000902,,,239.9502823698601,0.9475516999373212,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,2381.2749880000483,2379.571438800078,,,3,0,3,1,8,0,8,9,,,,2023.2.3,,,,The defendant recently had his license suspended for reckless driving.,There were no DNA on the defendant's car that matched the victims,criticalExculp,30,Multiple Vehicular Homicide,2026-04-21 11h58.16.961361 -0700,JurorPsychopyTest,,,,,The defendant was convicted five years ago for threatening workers,A tourist who was knocked over said it was maybe the defendant driving,Selfies of the defendant shows he was two miles away during homicide,Palm prints on the driver door matches the defendant's,,,,,2026-04-21_11h58.03.704,Urine tests from the defendant showed high levels of alcohol,The defendant had earlier reported his car being stolen,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
