participant,rank,realrate.response,thisN,physical,document,witness,character,verdict.response,responseTextBox.text,thisRow.t,vviqTrials.vviqResponse.response,vviqResponse.response,trials.verdict.response,trials.realrate.response,trials.casestrength.response,surpriseTestLoopSmall.evidenceUsedResponse.rt,surpriseTestLoopSmall.evidenceUsedResponse.response,surpriseTestLoopSmall.confidenceLevel.response,notes,frameRate,evidenceUsedResponse.rt,evidenceUsedResponse.response,consentInfiniteLoop.consented_button.numClicks,confidenceLevel.response,casestrength.response,witnessInc,witnessExc,witnessAmb,waitInstruction.stopped,waitInstruction.started,vviqTrials.thisTrialN,vviqTrials.thisRepN,vviqTrials.thisN,vviqTrials.thisIndex,vviqTheme,vviqShowNewTheme.stopped,vviqShowNewTheme.started,vviqQuestions.stopped,vviqQuestions.started,vviqQuestion,vviqInstructions.stopped,vviqInstructions.started,userResponseContinue.started,userResponse.stopped,userResponse.started,trials.thisTrialN,trials.thisRepN,trials.thisN,trials.thisIndex,trials.responseTextBox.text,thisTrialN,thisRepN,testInstruction.stopped,testInstruction.started,surpriseTestRoutine.stopped,surpriseTestRoutine.started,surpriseTestPrompt.stopped,surpriseTestPrompt.started,surpriseTestLoopSmall.thisTrialN,surpriseTestLoopSmall.thisRepN,surpriseTestLoopSmall.thisN,surpriseTestLoopSmall.thisIndex,surpriseTestLoopBig.thisTrialN,surpriseTestLoopBig.thisRepN,surpriseTestLoopBig.thisN,surpriseTestLoopBig.thisIndex,severity,setUpRoutine.stopped,setUpRoutine.started,psychopyVersion,–,physicalExc,physicalAmb,minorInculp,minorExculp,lureType,lureCaseNum,lureCase,expStart,expName,evidenceAppendLoop.thisTrialN,evidenceAppendLoop.thisRepN,evidenceAppendLoop.thisN,evidenceAppendLoop.thisIndex,evidence4,evidence3,evidence2,evidence1,draftedBy,documentInc,documentExc,documentAmb,date,criticalInculp,criticalExculp,crimeType,crimeDescription,crime,consented,consentInfiniteLoop.thisTrialN,consentInfiniteLoop.thisRepN,consentInfiniteLoop.thisN,consentInfiniteLoop.thisIndex,consentInfiniteLoop.consented_button.timesOn,consentInfiniteLoop.consented_button.timesOff,condition,characterVirtue,characterInc,characterExc,baseScenerio,appendEvidence.stopped,appendEvidence.started,Wait.stopped,Wait.started,Survey.stopped,Survey.started,Scenerio.stopped,Scenerio.started,Introduction2.stopped,Introduction2.started,Introduction1.stopped,Introduction1.started,Consent.stopped,Consent.started
83890,,,1,,,,,,,3396.615919,,,,,,2.0828621,Yes,Very Confident,,60,2.0828621,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,3399.033305,3396.608058,,,1,0,1,7,5,0,5,5,,,,2024.2.4,,,,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,evidence4,19,Reckless discharge of a firearm,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,,,,2026-04-09_13h59.59.602,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,2,,,,,,,3399.045304,,,,,,3.0721093,Yes,Very Confident,,60,3.0721093,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,3402.453099,3399.035501,,,2,0,2,6,5,0,5,5,,,,2024.2.4,,,,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,evidence3,19,Reckless discharge of a firearm,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,,,,2026-04-09_13h59.59.602,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,3,,,,,,,3402.461095,,,,,,1.8681409,No,Very Confident,,60,1.8681409,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,3404.903122,3402.456217,,,3,0,3,1,5,0,5,5,,,,2024.2.4,,,,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,criticalExculp,19,Reckless discharge of a firearm,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,,,,2026-04-09_13h59.59.602,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,4,,,,,,,3404.911132,,,,,,5.5440363,No,Very Confident,,60,5.5440363,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,3411.174054,3404.906408,,,4,0,4,0,5,0,5,5,,,,2024.2.4,,,,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,criticalInculp,19,Reckless discharge of a firearm,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,,,,2026-04-09_13h59.59.602,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,5,,,,,,,3411.182144,,,,,,6.9775966,Yes,Very Confident,,60,6.9775966,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,3418.611881,3411.176379,,,5,0,5,4,5,0,5,5,,,,2024.2.4,,,,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,evidence1,19,Reckless discharge of a firearm,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,,,,2026-04-09_13h59.59.602,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,6,,,,,,,3418.619802,,,,,,1.8860362,Yes,Very Confident,,60,1.8860362,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,3420.895249,3418.613703,,,6,0,6,5,5,0,5,5,,,,2024.2.4,,,,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,evidence2,19,Reckless discharge of a firearm,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,,,,2026-04-09_13h59.59.602,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,7,,,,,,,3420.903371,,,,,,4.0979231,No,Very Confident,,60,4.0979231,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,3425.582884,3420.897798,,,7,0,7,3,5,0,5,5,,,,2024.2.4,,,,The defendant has been diagnosed with PTSD,Ballistic analysis showed that it was impossible for the bullet to be shot from the defendant's residence,minorExculp,19,Reckless discharge of a firearm,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has a reputation of non-violence,A woman at the party saw someone with a gun across street from the defendant's home,911 recorded a call from the defendant's home phone,Markings on bullets in yard did not match bullets fired from defendant's only gun,,,,,2026-04-09_13h59.59.602,Bullet markings in yard matched marks from test fired gun owned by a family member of the defendant,The voice of the person who called 911 did not match the defendant,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,0,,,,,,,3429.084323,,,,,,2.7498652,Yes,Very Confident,,60,2.7498652,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,3432.91228,3429.075348,3429.067568,3425.585663,0,0,0,5,6,0,6,8,,,,2024.2.4,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,evidence2,24,Mortgage Fraud,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-09_13h59.59.602,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,1,,,,,,,3432.920191,,,,,,3.2228985,No,Very Confident,,60,3.2228985,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,3436.878973,3432.914822,,,1,0,1,1,6,0,6,8,,,,2024.2.4,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,criticalExculp,24,Mortgage Fraud,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-09_13h59.59.602,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,2,,,,,,,3436.886918,,,,,,5.3229223,Yes,Very Confident,,60,5.3229223,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,3442.81313,3436.881515,,,2,0,2,4,6,0,6,8,,,,2024.2.4,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,evidence1,24,Mortgage Fraud,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-09_13h59.59.602,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,3,,,,,,,3442.825309,,,,,,5.41941,No,Moderately Confident,,60,5.41941,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,3449.175656,3442.815349,,,3,0,3,0,6,0,6,8,,,,2024.2.4,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,criticalInculp,24,Mortgage Fraud,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-09_13h59.59.602,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,4,,,,,,,3449.183597,,,,,,3.9029814,No,Moderately Confident,,60,3.9029814,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,3454.208518,3449.177897,,,4,0,4,3,6,0,6,8,,,,2024.2.4,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,minorExculp,24,Mortgage Fraud,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-09_13h59.59.602,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,5,,,,,,,3454.21654,,,,,,9.8651811,No,Moderately Confident,,60,9.8651811,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,3464.69755,3454.21063,,,5,0,5,2,6,0,6,8,,,,2024.2.4,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,minorInculp,24,Mortgage Fraud,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-09_13h59.59.602,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,6,,,,,,,3464.709754,,,,,,3.3362325,Yes,Very Confident,,60,3.3362325,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,3468.597014,3464.699718,,,6,0,6,7,6,0,6,8,,,,2024.2.4,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,evidence4,24,Mortgage Fraud,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-09_13h59.59.602,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,7,,,,,,,3468.605004,,,,,,2.8089742,Yes,Very Confident,,60,2.8089742,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,3471.746517,3468.600375,,,7,0,7,6,6,0,6,8,,,,2024.2.4,,,,An audit of the defendant's business could not account for all of the revenue,Most homeowners who paid the fraudulent company did not recall doing a refinance,evidence3,24,Mortgage Fraud,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant's employer testified that the defendant is an honest person,An insurance agent in the same building as the fake company headquarter has never seen the defendant,The defendant's computer contains only records of her legitimate business ,The defendant's fingerprint was found on a collection notice of the fake company,,,,,2026-04-09_13h59.59.602,The defendant is the owner of the fraudulent company which is a remote position,"The fraudulant papers have gone through many hands, some unrelated to the crime",,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,0,,,,,,,3473.600755,,,,,,2.4037943,No,Very Confident,,60,2.4037943,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,3476.62577,3473.594467,3473.588333,3471.749978,0,0,0,3,7,0,7,6,,,,2024.2.4,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,minorExculp,20,Grocery free bagging,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-09_13h59.59.602,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,1,,,,,,,3476.633738,,,,,,1.3410582,Yes,Very Confident,,60,1.3410582,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,3478.323066,3476.627532,,,1,0,1,7,7,0,7,6,,,,2024.2.4,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,evidence4,20,Grocery free bagging,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-09_13h59.59.602,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,2,,,,,,,3478.334555,,,,,,2.5720018,Yes,Very Confident,,60,2.5720018,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,3481.238355,3478.325208,,,2,0,2,4,7,0,7,6,,,,2024.2.4,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,evidence1,20,Grocery free bagging,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-09_13h59.59.602,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,3,,,,,,,3481.246382,,,,,,3.0191102,No,Very Confident,,60,3.0191102,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,3485.18019,3481.240578,,,3,0,3,1,7,0,7,6,,,,2024.2.4,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,criticalExculp,20,Grocery free bagging,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-09_13h59.59.602,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,4,,,,,,,3485.188119,,,,,,4.4658532,Yes,Very Confident,,60,4.4658532,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,3490.142805,3485.182305,,,4,0,4,5,7,0,7,6,,,,2024.2.4,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,evidence2,20,Grocery free bagging,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-09_13h59.59.602,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,5,,,,,,,3490.150706,,,,,,3.66609,Yes,Very Confident,,60,3.66609,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,3494.143748,3490.145032,,,5,0,5,6,7,0,7,6,,,,2024.2.4,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,evidence3,20,Grocery free bagging,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-09_13h59.59.602,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,6,,,,,,,3494.155741,,,,,,2.609629,No,Very Confident,,60,2.609629,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,3497.709629,3494.146187,,,6,0,6,0,7,0,7,6,,,,2024.2.4,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,criticalInculp,20,Grocery free bagging,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-09_13h59.59.602,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,7,,,,,,,3497.717593,,,,,,4.3400825,Yes,Very Confident,,60,4.3400825,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,3502.872269,3497.711668,,,7,0,7,2,7,0,7,6,,,,2024.2.4,,,,The defendant has an online store with items similar to the ones stolen.,The defendant has only worked at the register once,minorInculp,20,Grocery free bagging,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,A priest says the defendant is an honest person,A customer remembers the defendant bagging items for another customer without ringing it up,A store camera shows no evidence of bagging without pressing register,An expert testified that none of the stolen items had the defendant's fingerprints,,,,,2026-04-09_13h59.59.602,The defendant has an abnormal bagging speed that prevents the camera from identifying if she rang up items or not,The defendant has had past instances of accidentally forgetting to ring up items,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,0,,,,,,,3504.576478,,,,,,3.168361,No,Moderately Confident,,60,3.168361,No,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,3508.36908,3504.571055,3504.564938,3502.875872,0,0,0,0,8,0,8,1,,,,2024.2.4,,,,Stolen clothes had residue from loss protection ink,The cut off tags did not have the defendant's fingerprints,criticalInculp,2,Shoplifting a dress by stuffing into purse,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has a strong reputation of truthfulness,A store clerk heard scissors in a dressing room and identified the defendant as the person who left,A video shows the defendant putting back the dress on a rack,Smudged fingerprints were found on scissors from the fitting room,,,,,2026-04-09_13h59.59.602,The dress returned to the rack was identified as a different dress than the one taken,A customer heard other sounds from the defendant's stall that were not scissors,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,1,,,,,,,3508.381043,,,,,,4.8644669,No,Not Confident,,60,4.8644669,No,,Not Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,3513.755847,3508.37093,,,1,0,1,7,8,0,8,1,,,,2024.2.4,,,,Stolen clothes had residue from loss protection ink,The cut off tags did not have the defendant's fingerprints,evidence4,2,Shoplifting a dress by stuffing into purse,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has a strong reputation of truthfulness,A store clerk heard scissors in a dressing room and identified the defendant as the person who left,A video shows the defendant putting back the dress on a rack,Smudged fingerprints were found on scissors from the fitting room,,,,,2026-04-09_13h59.59.602,The dress returned to the rack was identified as a different dress than the one taken,A customer heard other sounds from the defendant's stall that were not scissors,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,2,,,,,,,3513.763855,,,,,,6.5333372,No,Very Confident,,60,6.5333372,No,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,3521.093532,3513.75766,,,2,0,2,2,8,0,8,1,,,,2024.2.4,,,,Stolen clothes had residue from loss protection ink,The cut off tags did not have the defendant's fingerprints,minorInculp,2,Shoplifting a dress by stuffing into purse,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has a strong reputation of truthfulness,A store clerk heard scissors in a dressing room and identified the defendant as the person who left,A video shows the defendant putting back the dress on a rack,Smudged fingerprints were found on scissors from the fitting room,,,,,2026-04-09_13h59.59.602,The dress returned to the rack was identified as a different dress than the one taken,A customer heard other sounds from the defendant's stall that were not scissors,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,3,,,,,,,3521.1015,,,,,,4.1567758,Yes,Very Confident,,60,4.1567758,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,3525.697806,3521.095565,,,3,0,3,4,8,0,8,1,,,,2024.2.4,,,,Stolen clothes had residue from loss protection ink,The cut off tags did not have the defendant's fingerprints,evidence1,2,Shoplifting a dress by stuffing into purse,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has a strong reputation of truthfulness,A store clerk heard scissors in a dressing room and identified the defendant as the person who left,A video shows the defendant putting back the dress on a rack,Smudged fingerprints were found on scissors from the fitting room,,,,,2026-04-09_13h59.59.602,The dress returned to the rack was identified as a different dress than the one taken,A customer heard other sounds from the defendant's stall that were not scissors,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,4,,,,,,,3525.705791,,,,,,3.1273058,Yes,Very Confident,,60,3.1273058,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,3529.227841,3525.7001,,,4,0,4,6,8,0,8,1,,,,2024.2.4,,,,Stolen clothes had residue from loss protection ink,The cut off tags did not have the defendant's fingerprints,evidence3,2,Shoplifting a dress by stuffing into purse,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has a strong reputation of truthfulness,A store clerk heard scissors in a dressing room and identified the defendant as the person who left,A video shows the defendant putting back the dress on a rack,Smudged fingerprints were found on scissors from the fitting room,,,,,2026-04-09_13h59.59.602,The dress returned to the rack was identified as a different dress than the one taken,A customer heard other sounds from the defendant's stall that were not scissors,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,5,,,,,,,3529.235746,,,,,,3.0060998,Yes,Very Confident,,60,3.0060998,Yes,,Very Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,3532.994086,3529.229782,,,5,0,5,5,8,0,8,1,,,,2024.2.4,,,,Stolen clothes had residue from loss protection ink,The cut off tags did not have the defendant's fingerprints,evidence2,2,Shoplifting a dress by stuffing into purse,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has a strong reputation of truthfulness,A store clerk heard scissors in a dressing room and identified the defendant as the person who left,A video shows the defendant putting back the dress on a rack,Smudged fingerprints were found on scissors from the fitting room,,,,,2026-04-09_13h59.59.602,The dress returned to the rack was identified as a different dress than the one taken,A customer heard other sounds from the defendant's stall that were not scissors,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
83890,,,6,,,,,,,3533.001995,,,,,,2.4147846,Yes,Moderately Confident,,60,2.4147846,Yes,,Moderately Confident,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,3536.439795,3532.996146,,,6,0,6,3,8,0,8,1,,,,2024.2.4,,,,Stolen clothes had residue from loss protection ink,The cut off tags did not have the defendant's fingerprints,minorExculp,2,Shoplifting a dress by stuffing into purse,2026-04-09 14h00.19.449944 -0600,JurorPsychopyTest,,,,,The defendant has a strong reputation of truthfulness,A store clerk heard scissors in a dressing room and identified the defendant as the person who left,A video shows the defendant putting back the dress on a rack,Smudged fingerprints were found on scissors from the fitting room,,,,,2026-04-09_13h59.59.602,The dress returned to the rack was identified as a different dress than the one taken,A customer heard other sounds from the defendant's stall that were not scissors,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
